Rp,Lp,Gp,Cp,length,freq,ZL_real,ZL_imag,Z0_real,Z0_imag,Zin_real,Zin_imag,magZin,phaseZin,alpha,beta
0.00013292918943162154,7.969454818643929e-07,1.5702970884055366e-08,1.5751320499779725e-11,8.222922701900607,29375.384576328277,16.326304372798894,73.23522915498702,224.9322073757095,0.5058259526014126,16.3858602770793,74.56862074943315,76.34772830603904,1.3544920935047937,2.06154811190339e-06,0.0006539391193529489
0.0006358358856676251,2.6070247583707637e-07,1.1527987128232411e-10,8.706020878304863e-11,41.705910719620874,43352.817949515615,40.45586860538462,-63.31909802931324,54.72264520678724,-0.24484723408071507,35.90294322555271,-58.14736890962247,68.33840679565914,-1.0176465204862937,5.812777357312803e-06,0.0012977289037808936
8.179499475211679e-05,1.1207606211860571e-07,1.976218934028003e-09,3.823475224675187e-12,30.786718288757783,26210.878782654418,61.96820646436754,-26.727631341261656,171.20965944990638,-0.11069112203879446,61.906959388643806,-26.219965644677455,67.23063452887575,-0.40063188634226404,4.080477293476523e-07,0.0001078070377407083
0.00023345864076016216,3.7183641805732105e-07,3.9721107273819047e-10,1.0677482709481331e-11,29.824521158671104,13783.237455007189,123.47124612078048,-65.8951752625417,186.614198683335,-0.6363690551371456,123.0323527242656,-65.23496323569564,139.25717304767704,-0.48753507110869365,6.625745067169761e-07,0.00017256154936305264
1.5673095467235426e-05,7.902619549708222e-07,7.88671412999049e-08,4.138040112561016e-11,15.578381574081849,19634.341572933314,138.4254401698706,-11.969501252079738,138.18140181799157,1.0562224806800158,138.1392428508629,-11.956002542343516,138.6556757302138,-0.08633522059902145,5.506016467050819e-06,0.0007054914963588417
2.3233503515390097e-05,9.780337016659404e-08,1.2681352169084593e-10,6.586289317583104e-11,13.309609089200837,971777.5305059627,65.78365983743514,4.0136042355621555,38.53510157783436,-0.0007435433392603614,63.315594792372245,-10.77365354504694,64.22566585579769,-0.16854369318865225,3.0390234889143876e-07,0.015496871564444556
0.00043664735929796326,2.342658105820405e-08,8.105016126411578e-08,3.5503048581283063e-11,47.00519760742736,4835952.776465952,121.5904958681616,84.37484700462338,25.687489202971946,-0.006913667392412049,4.165906862858513,-9.704417417768923,10.56080003637549,-1.165306547314017,9.540209891472604e-06,0.02771080959534485
1.842797040686455e-05,2.4658447214487382e-08,1.3667272915456224e-10,4.473636174621257e-12,19.73952583962936,65169.90611177174,166.60381428462622,-28.64933466128214,74.24252371357613,-0.06498006868456999,166.2546306258184,-29.421095481414635,168.83780105134582,-0.17515073294943695,1.2918004124902532e-07,0.00013600044305911194
6.963114377829289e-05,1.217284708112243e-07,2.647114182821812e-10,4.021554526690294e-11,4.190256862148656,9133995.846860971,155.5877300128482,-60.25686369316552,55.017278342454034,-0.0002710274809337032,38.25272314121287,-55.662849796495465,67.53979327171129,-0.9686979239488459,6.400934500470656e-07,0.12697953784358168
1.0388823104027932e-05,4.274869455295217e-07,1.3199942261535004e-08,2.8708753481954698e-11,38.67788216095431,16677.61543019792,74.90081706613316,-76.82618809497406,122.0256805312961,0.2535591481053388,73.5892833407861,-75.05809180841672,105.11469815649573,-0.7952790016258372,8.479376295063958e-07,0.00036709913201756877
0.00388427775470314,1.764396768338154e-07,9.833181933644886e-10,1.3400367243354805e-12,15.893624924925279,94525.71391072295,147.2732047759225,27.511494271042622,362.9268063037495,-6.499670056118678,147.43978537299697,28.912284706911322,150.24783032646064,0.19363847047229804,5.529817354458514e-06,0.0002888390928458205
0.0045881565491609705,8.798929749689021e-08,2.284455685002056e-10,2.6698666742744556e-11,38.15885990653642,482871.52161792025,155.3386000911394,-1.2408807271218478,57.40981893307571,-0.49323030174471866,129.10205057028986,-53.38112387755704,139.70284123053753,-0.3920728376679417,3.996624289074991e-05,0.004650366721700009
0.00036999724314638064,7.162786999897335e-08,1.191948194791871e-10,1.6435497475111307e-12,2.0557446914933455,811392.9572637834,66.2994163098837,1.714138232940556,208.76113464026977,-0.10427598775693478,66.30486210659944,2.3891832066532483,66.34789322480496,0.0360177202385307,8.986152995069585e-07,0.0017492166465147836
0.005280796376895362,3.15198729519389e-08,1.7027416886764415e-09,3.244160088734159e-11,11.825509191835312,17019.223026554017,61.50153331818476,-67.75574254919911,37.27061192295311,-20.414786698199077,61.22305416996659,-67.68205419340077,91.26402808191791,-0.8354629184146396,7.088522324746352e-05,0.00012926222395456363
0.006153085601625315,4.132765459466363e-07,7.947147424653747e-09,5.5324969142985156e-11,40.28176780650617,36283.58380354918,179.04900470554566,7.8684483831301435,86.47595249578137,-2.7934814155132544,179.57677246701644,-4.6992339578937905,179.63824762411156,-0.02616241332293025,3.5920836514317994e-05,0.0010906809806159482
0.002644359307839862,6.197015748809144e-07,8.995191735587152e-10,1.659983797444923e-12,11.782790545826114,191127.58217777908,164.51287935488617,72.1461166512687,610.9985811706698,-0.9476815661793104,165.13442293891543,80.41325565881942,183.67272341047067,0.45315834343071515,2.4387683092385016e-06,0.0012179991384075781
1.0491954332267904e-05,1.0507384024181406e-07,1.7874463256238432e-09,2.781093697926549e-12,6.433335683017299,103001.96600986773,188.86739226294122,-35.35941359584895,194.37452694429922,0.08152145222942207,188.71255666975307,-35.32002144599589,191.9894084572906,-0.18502244300728068,2.0070606328225093e-07,0.0003498489169796576
0.00036005750292009,2.5470526233391135e-07,1.2327891605450781e-09,8.781408196485983e-11,48.1411410996345,56930.74767644603,101.96345864901517,-39.82433803664607,53.85645217135632,-0.10536071096170692,89.40754294029544,-46.441076688262,100.74960217581906,-0.47907153728960716,3.3759487341345483e-06,0.0016917205641484613
7.15354779469315e-05,1.1851515660043094e-08,6.740513796374043e-09,1.0124137770478617e-11,3.048198186874473,68539.25708853055,182.11184776349748,-52.08762186660552,34.21531569147332,-0.2133215405404635,181.85854884931422,-52.47548965689797,189.27812553042048,-0.28092043136370215,1.160691060875829e-06,0.00014917418465182057
2.7207248059486687e-05,9.525889086580774e-08,9.056311714376338e-08,3.0486708834580618e-12,33.77070959659099,1926898.5325226223,51.33932107851793,45.64326972237191,176.76509649020994,0.21476925896863316,60.452394662352866,86.26794013319856,105.34063563145043,0.9595661297421254,8.08116965402598e-06,0.006524497464475702
0.0001268672126210485,1.8391267498289e-07,7.954064937683935e-09,1.179096548677631e-11,4.969343617693211,3205586.399070749,67.55211266948848,-62.69629792002915,124.89100101106149,-4.722894247066876e-05,59.46411995668063,-45.53530789594621,74.8962337330865,-0.6535121177491605,1.0046073115051961e-06,0.029659776206152833
1.3253342600066516e-05,1.5197980620034224e-07,1.0781845035122256e-08,1.0793832090127291e-12,25.84860638581441,47806.54141328923,130.8086941298427,-65.12671419900171,375.0819572577283,6.180394290091895,130.6639019252918,-64.05026523347249,145.51801174707018,-0.4557696397336032,2.0402540276788117e-06,0.00012167656238538851
0.001182532850842264,5.9356829120146834e-08,6.459367085984854e-08,1.8838307787619784e-12,17.382784376987797,21898.812429056903,185.31525556431976,75.46787067619621,175.54070556796106,8.82249905766366,185.42967203471915,75.44925332764194,200.1917907872403,0.38643083924821153,9.051988241483055e-06,4.607079572397207e-05
5.9405257557019336e-05,2.0891426343856421e-07,2.8292192255361916e-08,1.289441439307419e-11,26.71770362862232,53156.56057158315,23.155039722150345,79.44315159066534,127.2848902833944,0.3639066234966914,23.595304727568855,81.99134911890346,85.31892952636446,1.2905897669511222,2.0339545078154426e-06,0.0005481802361684643
0.005026366723161422,1.845877663478865e-07,1.040134192266348e-09,4.993662066506416e-12,36.43480610407685,4912819.179585584,177.98185273169787,55.975109171524764,192.2613225861854,-0.08415262240514322,249.78131624302387,-37.229063474215565,252.54050984201456,-0.14795742646115317,1.3171694170065742e-05,0.029636145731941087
0.0008435191341743051,1.4732618059500188e-08,3.0541203184433843e-10,6.267702540388482e-11,30.518238453149703,10655.924993232566,24.78695085887626,32.70035382161117,16.497784489862966,-6.0914818039113765,25.02156814645858,32.78832564719103,41.245038141019045,0.9189484412316566,2.5567481301972257e-05,6.922984444195202e-05
1.0355826161899177e-05,2.0970853331431124e-08,4.427936336500086e-09,2.4198608614538645e-11,32.77208234537873,47076.907743176955,143.8749481627695,-52.550182500639984,29.438322236064085,-0.015467752913169128,140.24109351979007,-56.382749331401314,151.15084761189445,-0.3822651107782522,2.4106574996564097e-07,0.00021071289104684866
9.466710461838303e-05,3.1115931750282634e-07,8.88993728370715e-09,4.993980255757064e-11,33.05183816886699,506904.1070711457,23.26657972647803,-26.456839388113295,78.93470590103371,-0.001564171217642797,20.829440480356777,4.891122434975598,21.395996574094116,0.23063924540001662,9.505168016097399e-07,0.012555109189978543
6.246073681318087e-05,3.075950106872035e-08,8.299112738466024e-08,6.11217034351363e-12,44.65630448126711,782376.6455329707,159.98820419062145,0.5274186210384215,70.93993878190662,0.08331976982831615,154.4205502550223,-25.952170938407114,156.58614727197352,-0.16650564105251514,3.383933563210145e-06,0.0021314905618309847
0.0005379125214937586,9.661295989662239e-08,3.852378615162034e-10,2.7855068482535934e-11,14.398231940822361,11828.99639110128,130.8670977018977,-64.57786411859021,58.934701504691226,-2.1988643339090648,130.37080142328682,-64.85810335731301,145.6129095748656,-0.4616371838859412,4.574999250422155e-06,0.00012201130472155721
0.006627897035983005,8.088298191148197e-07,5.553837526912236e-08,5.499426480345615e-12,1.2651025181789377,6094747.077200004,88.49590892187629,93.33096380873391,383.5039787829376,0.009536479668027379,94.01552420207223,133.7646938201176,163.49896667496168,0.9581651287865968,1.929083029200362e-05,0.0807649323270794
0.0077778565901636485,5.081815703555778e-07,7.644457600399755e-10,5.891087281171031e-12,42.63126524008442,89282.43277966446,38.05108560378804,11.360252491670025,293.7330410200613,-3.9722628722400506,38.57002403916276,23.350915595299544,45.08782555768682,0.544392451860583,1.3351961217441588e-05,0.0009707173322112379
0.006433752092130681,2.4663777473099734e-07,5.1307813833874435e-09,1.5644186602631917e-12,30.942857721608902,9336015.204266917,32.31638297112218,3.6659304727473483,397.0574195708209,-0.07718520582253233,178.0039815256534,825.315971816071,844.293711201079,1.3583704955569285,9.120397987607331e-06,0.036437428283586766
0.004286661750367159,3.030660129165183e-07,1.2332389221027992e-08,2.5407864693711554e-11,18.29481198537788,75993.34001601097,162.82542531831015,62.022678935836154,109.22832047283556,-1.5619422314061977,167.35104964812172,59.43533572065123,177.5920407860516,0.34125864420528385,2.0296143930126776e-05,0.0013251117712215937
0.003992242886631501,6.706271090367462e-07,3.420008587735005e-09,1.0070072316456566e-11,40.01561135885537,891028.9040644929,141.88354106525216,59.158533887220216,258.0621585868612,-0.1293739564048131,238.89243852706176,167.89139611456287,291.9882156435479,0.6125964965490476,8.176328766308812e-06,0.014548846523580353
0.004677524010176146,4.7423140811121356e-08,1.3389022084892933e-09,1.5415722348909067e-12,29.12486697931061,12818.19344392312,95.79161353582973,8.528926941515323,199.75134591106186,-93.46178693684969,95.93343043218142,8.6071381913684,96.31877232570764,0.08948032203098205,1.1871365478080873e-05,2.467535506982797e-05
7.238086291181397e-05,1.5193804050042239e-07,1.2345274466024476e-10,1.1876716161269174e-12,41.21872775265308,120384.8744682296,29.776799967117533,4.4486520109608705,357.6721288969611,-0.08805586193887538,29.79478246736592,9.154684972143443,31.16949340648392,0.2981021280459055,1.2326106278117362e-07,0.00032131666823510265
0.002041647020718276,2.7017306829257237e-08,7.3904592629546455e-09,1.4814770564945455e-12,3.058245197846081,392702.7067477073,110.42384871397077,27.485980299641312,135.06117373053237,-1.931167357121071,110.49781046525726,27.561779984008048,113.88335187156544,0.2444447713324486,8.057414791715518e-06,0.0004936926456424426
0.0015075579010793653,8.947550514356677e-07,3.539166910822005e-09,4.424996646298204e-12,39.86171664105083,64937.677767221554,90.59942703759904,-84.3087237315468,449.6729726395838,-0.48771292511389536,89.65905626819998,-69.90968586607964,113.69305409213963,-0.6622572234559988,2.4720173238808923e-06,0.0008118680113733456
1.1913852808702838e-05,8.419704106319222e-07,3.220626495993121e-08,2.4657464253392736e-11,20.74317074850636,33104.18956324511,35.50522332086178,-49.951420367080935,184.78547612645767,0.5738944727474229,35.144848121518905,-46.203145497888215,58.050762298041,-0.920508154271204,3.0078906878930885e-06,0.0009477363625513364
0.00044430376569555395,2.6865309327169065e-07,9.562955396652211e-09,3.6296754488993624e-12,47.765831392828105,1635651.401424165,113.09904023972314,22.344149246870444,272.05832566083035,0.012982521805849816,149.99213824641916,138.7797152109808,204.34639925815637,0.7465896945797563,2.117400586149731e-06,0.010148466876923395
0.0001814680561952156,3.129406490727311e-08,1.1692786931726737e-09,3.27862858451112e-11,1.2124776871729155,22295.536203910087,13.970515194241786,-91.85423953620597,30.901458092942608,-0.6353630364065929,13.956465660499125,-91.80304720129124,92.8578613213507,-1.419925386249466,2.9543116059943924e-06,0.00014192755124548854
0.0036845270736218625,2.554557712861928e-07,2.645583585038552e-09,1.569163947177815e-12,24.8349858182832,263278.4499218255,38.77436463245296,-13.22967015240539,403.4861402230604,-1.5533620502459673,38.82562838070322,-2.82710535643025,38.92842077265432,-0.0726871602116975,5.099601786924845e-06,0.001047346580717175
0.00015686071966628881,1.7049050458377184e-07,8.040461052901439e-09,1.2319923739394182e-12,19.043324424010326,754361.9025196022,103.1115704231171,71.29796823766446,372.002458929968,0.2200061578107814,104.93493441739068,86.17268355543689,135.7831795633301,0.6875354162657145,1.70636907140863e-06,0.002172269974146822
